18200	6.62896e-20	-2.18706e-20	4.4419e-20	160.045
18300	6.62649e-20	-2.18649e-20	4.44e-20	159.985
18400	6.62391e-20	-2.1832e-20	4.44071e-20	159.923
18500	6.62119e-20	-2.17736e-20	4.44382e-20	159.857
18600	6.61835e-20	-2.16855e-20	4.44979e-20	159.788
18700	6.61539e-20	-2.15691e-20	4.45848e-20	159.717
18800	6.61231e-20	-2.14202e-20	4.47029e-20	159.643
18900	6.60909e-20	-2.12408e-20	4.48501e-20	159.565
19000	6.60575e-20	-2.10273e-20	4.50303e-20	159.484
19100	6.60229e-20	-2.07798e-20	4.52431e-20	159.401
19200	6.59872e-20	-2.04953e-20	4.54919e-20	159.314
19300	6.59505e-20	-2.01755e-20	4.57749e-20	159.226
19400	6.59126e-20	-1.98163e-20	4.60963e-20	159.134
19500	6.5874e-20	-1.94187e-20	4.64553e-20	159.041
19600	6.58348e-20	-1.89826e-20	4.68522e-20	158.947
19700	6.57954e-20	-1.8507e-20	4.72884e-20	158.851
19800	6.57562e-20	-1.79922e-20	4.7764e-20	158.757
19900	6.57175e-20	-1.74385e-20	4.8279e-20	158.663
20000	6.56799e-20	-1.68469e-20	4.8833e-20	158.573
20100	6.56443e-20	-1.62202e-20	4.94242e-20	158.487
20200	6.56113e-20	-1.5561e-20	5.00504e-20	158.407
20300	6.55819e-20	-1.48721e-20	5.07098e-20	158.336
20400	6.55572e-20	-1.41588e-20	5.13984e-20	158.276
20500	6.55383e-20	-1.34258e-20	5.21125e-20	158.231
20600	6.55262e-20	-1.26807e-20	5.28455e-20	158.202
20700	6.55222e-20	-1.19331e-20	5.35891e-20	158.192
20800	6.55276e-20	-1.11898e-20	5.43378e-20	158.205
20900	6.55437e-20	-1.04628e-20	5.50809e-20	158.244
21000	6.55707e-20	-9.76224e-21	5.58085e-20	158.309
21100	6.56098e-20	-9.10108e-21	5.65087e-20	158.403
21200	6.56612e-20	-8.49112e-21	5.71701e-20	158.527
21300	6.57249e-20	-7.94409e-21	5.77808e-20	158.681
21400	6.58001e-20	-7.47236e-21	5.83277e-20	158.863
21500	6.58859e-20	-7.087e-21	5.87989e-20	159.07
21600	6.59811e-20	-6.79679e-21	5.91843e-20	159.3
21700	6.6083e-20	-6.60978e-21	5.94732e-20	159.546
21800	6.61895e-20	-6.52854e-21	5.9661e-20	159.803
21900	6.62981e-20	-6.55522e-21	5.97428e-20	160.065
22000	6.64057e-20	-6.68965e-21	5.97161e-20	160.325
22100	6.65096e-20	-6.92781e-21	5.95818e-20	160.576
22200	6.66075e-20	-7.26391e-21	5.93436e-20	160.812
22300	6.66972e-20	-7.6906e-21	5.90066e-20	161.029
22400	6.67766e-20	-8.1964e-21	5.85802e-20	161.22
22500	6.68446e-20	-8.76897e-21	5.80756e-20	161.385
22600	6.69006e-20	-9.39941e-21	5.75012e-20	161.52
22700	6.69446e-20	-1.00719e-20	5.68727e-20	161.626
22800	6.69761e-20	-1.07768e-20	5.61993e-20	161.702
22900	6.6996e-20	-1.15019e-20	5.54941e-20	161.75
23000	6.70053e-20	-1.22092e-20	5.47961e-20	161.772
23100	6.70049e-20	-1.29425e-20	5.40624e-20	161.772
23200	6.69959e-20	-1.36676e-20	5.33283e-20	161.75
23300	6.698e-20	-1.43761e-20	5.26039e-20	161.711
23400	6.69579e-20	-1.50631e-20	5.18948e-20	161.658
23500	6.69312e-20	-1.57227e-20	5.12085e-20	161.594
23600	6.69008e-20	-1.6353e-20	5.05478e-20	161.52
23700	6.68676e-20	-1.69487e-20	4.9919e-20	161.44
23800	6.68326e-20	-1.75104e-20	4.93222e-20	161.356
23900	6.67966e-20	-1.80354e-20	4.87612e-20	161.269
24000	6.676e-20	-1.85248e-20	4.82352e-20	161.18
24100	6.67235e-20	-1.89775e-20	4.77461e-20	161.092
24200	6.66877e-20	-1.93941e-20	4.72936e-20	161.006
24300	6.66525e-20	-1.97759e-20	4.68765e-20	160.921
24400	6.66187e-20	-2.0123e-20	4.64957e-20	160.839
24500	6.6586e-20	-2.0438e-20	4.6148e-20	160.76
24600	6.65547e-20	-2.07229e-20	4.58318e-20	160.685
24700	6.6525e-20	-2.09761e-20	4.5549e-20	160.613
24800	6.6497e-20	-2.12022e-20	4.52948e-20	160.545
24900	6.64703e-20	-2.14013e-20	4.5069e-20	160.481
25000	6.64454e-20	-2.15751e-20	4.48703e-20	160.421
25100	6.6422e-20	-2.17263e-20	4.46957e-20	160.364
25200	6.64002e-20	-2.18558e-20	4.45444e-20	160.312
25300	6.63798e-20	-2.19381e-20	4.44417e-20	160.262
25400	6.63612e-20	-2.20276e-20	4.43336e-20	160.218
25500	6.63436e-20	-2.20998e-20	4.42438e-20	160.175
25600	6.63273e-20	-2.21553e-20	4.4172e-20	160.135
25700	6.63121e-20	-2.21981e-20	4.4114e-20	160.099
25800	6.62982e-20	-2.22251e-20	4.40732e-20	160.065
25900	6.62854e-20	-2.22389e-20	4.40465e-20	160.034
26000	6.62736e-20	-2.22413e-20	4.40323e-20	160.006
26100	6.62628e-20	-2.22324e-20	4.40304e-20	159.98
26200	6.62529e-20	-2.22154e-20	4.40375e-20	159.956
